User name,Event time,Event name,Source IP address,Error code,Resources,Event type,Event category,Hour_of_Day,Time_of_Day_Bucket,Is_Root_Account,Is_High_Risk_Action,Is_Console_Login,Is_Security_Error,Risk_Score,Risk_Level,Risk_Sort
root,2026-03-28 23:36:01+00:00,CreateRole,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROA3ARNFVNIWPM2ABV4H""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""CloudTrail-Logs-Role""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:role/service-role/CloudTrail-Logs-Role""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 23:36:01+00:00,CreateLogGroup,99.237.32.xxx,,[],AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 23:36:01+00:00,CreatePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""Cloudtrail-CW-access-policy-SOC-cloudtrail-860182b1-3648-42b0-a780-6c31786226bb""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPA3ARNFVNIR6PKYGG54""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:policy/service-role/Cloudtrail-CW-access-policy-SOC-cloudtrail-860182b1-3648-42b0-a780-6c31786226bb""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 23:36:01+00:00,AttachRolePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::xxxxxxxxxxxx:policy/service-role/Cloudtrail-CW-access-policy-SOC-cloudtrail-860182b1-3648-42b0-a780-6c31786226bb""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""CloudTrail-Logs-Role""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 23:21:25+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,23,Outside-Hours,True,False,True,False,7,Medium,3
project-user,2026-03-28 23:18:12+00:00,DetachUserPolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""project-user""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",AwsApiCall,Management,23,Outside-Hours,False,False,False,False,2,Low,4
root,2026-03-28 22:16:09+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,22,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-03-28 07:10:51+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,7,Morning,True,True,False,False,12,High,2
root,2026-03-28 07:10:40+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,7,Morning,True,True,False,False,12,High,2
root,2026-03-28 04:11:00+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,4,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:57:41+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:54:13+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:50:37+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:44:49+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:42:31+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SYNFloodAlarm""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 03:16:27+00:00,PutMetricFilter,99.237.32.xxx,,[],AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-28 00:44:08+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,0,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-28 00:43:58+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,0,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-28 00:19:20+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,0,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-03-25 01:52:39+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,1,Outside-Hours,True,False,True,False,7,Medium,3
root,2026-03-24 13:45:39+00:00,ConsoleLogin,72.136.120.xxx,,[],AwsConsoleSignIn,Management,13,Afternoon,True,False,True,False,5,Medium,3
root,2026-03-24 13:45:09+00:00,ConsoleLogin,72.136.120.xxx,,[],AwsConsoleSignIn,Management,13,Afternoon,True,False,True,False,5,Medium,3
root,2026-03-24 05:52:11+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,5,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-24 05:51:59+00:00,StopInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,5,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-24 04:28:41+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,4,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-24 04:22:13+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""SSHBruteForceAlarm""}]",AwsApiCall,Management,4,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-24 04:18:03+00:00,PutMetricFilter,99.237.32.xxx,,[],AwsApiCall,Management,4,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-24 04:01:21+00:00,PutMetricFilter,99.237.32.xxx,,[],AwsApiCall,Management,4,Outside-Hours,True,False,False,False,7,Medium,3
ec2-instance,2026-03-24 03:55:28+00:00,CreateLogStream,44.200.44.xxx,ResourceNotFoundException,[],AwsApiCall,Management,3,Outside-Hours,False,False,False,False,2,Low,4
ec2-instance,2026-03-24 03:55:28+00:00,CreateLogStream,44.200.44.xxx,,[],AwsApiCall,Management,3,Outside-Hours,False,False,False,False,2,Low,4
ec2-instance,2026-03-24 03:55:28+00:00,CreateLogGroup,44.200.44.xxx,,[],AwsApiCall,Management,3,Outside-Hours,False,False,False,False,2,Low,4
root,2026-03-24 03:55:04+00:00,AttachRolePolicy,99.237.32.xxx,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/CloudWatchAgentServerPolicy""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""EC2-SSM-Role""}]",AwsApiCall,Management,3,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-23 23:41:00+00:00,PutMetricFilter,99.237.32.xxx,,[],AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-23 23:32:44+00:00,PutMetricAlarm,99.237.32.xxx,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""PortScanTCPRejectedAlarm""}]",AwsApiCall,Management,23,Outside-Hours,True,False,False,False,7,Medium,3
root,2026-03-23 22:35:52+00:00,AuthorizeSecurityGroupIngress,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-23 22:26:37+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-23 22:26:21+00:00,StartInstances,99.237.32.xxx,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-xxxxxxxx""}]",AwsApiCall,Management,22,Outside-Hours,True,True,False,False,14,Critical,1
root,2026-03-23 22:23:37+00:00,ConsoleLogin,99.237.32.xxx,,[],AwsConsoleSignIn,Management,22,Outside-Hours,True,False,True,False,7,Medium,3
